cibil_score,dti_ratio,employment_tenure_days,days_past_due,net_monthly_surplus,bounced_cheques_12m,monthly_income,co_applicant_income,loan_amount,loan_tenure_months,proposed_emi,loan_to_income,loan_to_value,loan_purpose,property_value,existing_loans,existing_emi_monthly,credit_enquiries_6m,credit_history_years,num_credit_cards,credit_utilization,avg_monthly_balance,balance_volatility,monthly_inflow,salary_credit_regular,employment_type,employment_tenure_years,age,education,marital_status,num_dependents,num_children,gender,city_tier,loan_approved
866,2.49,3253,120,97364,1,314055,0,588093,120,54965,24.03,0.41,4,1000000,1,5993,5,0,3,0.21,181243,0.26,326381,0,0,4.0,53,0,2,5,2,0,3,0
670,2.12,3782,120,112582,1,355566,10000,1532309,48,20691,41.11,0.5,4,500000,3,52016,1,19,4,0.44,417600,0.08,108223,1,1,12.7,46,2,2,2,3,0,1,0
730,1.85,6957,30,-22000,3,63619,0,1153292,24,70178,18.46,0.7,0,0,2,97700,3,12,3,0.69,485281,0.07,388024,0,2,7.1,54,2,2,1,2,1,1,0
608,0.47,766,60,80439,2,447512,50000,1232519,12,20201,16.71,0.03,4,5000000,2,96361,5,7,1,0.31,69580,0.61,309087,0,3,16.2,57,2,1,2,4,0,1,1
436,1.44,2681,30,189691,5,294935,20000,1987801,12,8421,34.88,0.89,0,1000000,3,32137,1,23,0,0.08,278733,0.95,434561,1,0,3.5,33,0,2,3,2,1,1,0
501,2.34,7710,60,69277,2,280445,5000,349519,12,14554,58.78,0.77,0,500000,0,69638,3,12,0,0.2,274128,0.7,239888,0,1,13.1,58,2,2,3,0,1,2,0
735,0.91,7482,120,-19617,2,136866,5000,1799677,60,59828,27.73,0.25,4,500000,3,1104,0,5,0,0.16,90750,0.73,61363,0,3,0.0,50,2,1,0,0,1,1,0
612,0.94,5086,180,92857,5,241730,50000,1628698,60,58620,56.32,0.98,4,0,4,35580,2,18,1,0.63,495137,0.33,54091,1,1,5.6,44,2,0,4,1,1,3,0
416,0.01,7964,60,-9090,0,113623,0,1626263,36,72124,54.95,0.18,3,0,5,38899,5,11,4,0.07,278591,0.59,141638,0,2,3.6,62,1,2,0,4,1,1,0
874,0.52,2665,120,120100,5,384968,5000,1555883,24,90307,15.97,0.91,2,5000000,2,49803,2,14,4,0.88,388112,0.32,426497,1,1,4.6,54,0,0,1,0,1,2,0
543,2.63,1759,120,105927,0,438995,0,2824274,60,92360,24.71,0.32,3,5000000,3,25956,4,7,0,0.08,478968,0.9,57370,1,1,18.9,57,2,1,0,4,0,2,0
836,1.33,6416,30,-25719,4,46894,50000,1437213,12,75852,38.95,0.76,3,5000000,1,62774,5,22,4,0.6,19560,0.13,210841,0,0,20.1,39,2,1,2,2,1,3,0
374,2.95,6375,30,63838,0,351762,5000,1543340,60,61245,31.56,0.46,4,100000,1,97187,2,10,0,0.93,466359,0.63,426648,1,0,16.6,22,0,2,0,0,0,3,0
685,1.19,3491,180,-45159,1,452466,10000,1487486,120,46562,6.66,0.74,5,100000,5,82721,5,8,4,0.06,257643,0.73,100491,1,3,13.0,50,0,2,2,4,1,3,0
509,2.15,2815,90,47204,1,343138,20000,404818,12,29234,59.63,0.16,3,500000,1,53696,0,18,0,0.38,102109,0.7,176016,1,3,5.1,42,2,0,3,2,0,3,0
774,0.85,3513,0,10155,5,51770,0,2752784,24,86322,45.41,0.27,5,0,3,6428,1,10,4,0.33,472751,0.26,22208,0,0,6.0,52,1,2,5,3,1,1,0
717,1.09,495,90,107990,1,32300,0,1110385,120,16329,26.82,0.1,4,1000000,0,81177,1,5,3,0.34,4323,0.49,432222,0,2,6.8,53,2,0,2,1,1,1,0
646,0.57,5143,90,6313,1,128025,0,572801,36,16698,37.47,0.87,1,0,4,10313,2,14,0,0.6,86717,0.66,284839,0,1,17.1,60,1,1,5,2,1,1,0
828,1.04,3180,180,61688,4,209307,0,2820208,48,91863,6.17,0.3,0,100000,1,4140,3,16,0,0.26,266167,0.93,443908,0,2,5.6,35,0,0,1,3,1,3,0
478,1.64,5822,60,98515,1,432701,50000,813720,48,48609,30.22,0.69,2,500000,3,83472,2,11,2,0.03,16778,0.5,337627,0,2,21.4,26,0,1,0,4,1,3,0
481,2.98,6645,180,113322,3,392749,50000,756817,120,17548,55.92,0.82,5,1000000,0,2792,5,23,0,0.96,255188,0.3,339995,1,3,17.5,56,1,2,1,3,0,3,0
324,1.99,3930,180,82994,3,50285,50000,2341232,12,40757,53.9,0.9,1,5000000,2,68259,1,1,4,0.75,393107,0.39,192248,1,0,22.0,64,0,0,2,0,1,1,0
479,0.6,2072,120,-18024,3,207627,50000,658527,60,66234,20.91,0.11,5,5000000,2,87496,5,20,3,0.14,174812,0.54,248391,0,1,10.1,36,1,0,2,4,1,1,0
800,0.13,7354,120,93063,0,127713,5000,2772951,60,19340,32.35,0.89,0,100000,5,67558,4,21,3,0.46,198467,0.98,39925,0,2,13.0,41,2,0,2,1,0,3,0
460,0.38,6431,120,54405,5,173543,50000,107942,12,70396,42.15,0.2,0,500000,4,58774,1,3,4,0.06,177825,0.63,8499,1,2,6.2,54,2,2,2,1,0,3,0
476,1.69,7795,0,3744,5,58671,5000,2953549,24,85695,21.06,0.74,2,0,3,31041,3,24,1,0.03,137513,0.15,44429,0,2,13.3,60,0,2,2,4,0,1,0
584,2.3,337,60,103805,2,390360,10000,688466,120,28865,4.83,0.73,3,100000,3,27089,3,2,0,0.05,349608,0.84,94341,1,2,21.4,58,0,2,0,0,1,3,0
362,2.82,3949,60,-47527,4,292414,50000,1789790,12,60767,30.82,0.01,0,0,1,603,4,1,3,0.76,279548,0.18,43793,0,0,0.7,55,0,0,4,4,1,1,0
455,0.05,6033,120,89180,3,491367,10000,1507765,24,98291,36.5,0.22,2,1000000,0,72564,5,18,4,0.44,449272,0.04,273700,0,2,6.4,53,1,0,1,4,0,1,0
768,1.57,3108,90,-21285,3,129870,50000,2498382,36,14743,1.34,0.49,5,0,4,7150,5,4,3,0.84,113341,0.1,362441,1,3,6.2,28,0,1,3,4,0,3,0
348,1.41,1817,0,194826,1,137897,10000,1911886,36,72762,6.64,0.42,5,1000000,0,56048,5,16,3,0.31,347536,0.79,262847,0,0,21.6,32,2,0,3,2,1,3,0
383,1.97,136,90,189419,3,416914,20000,437808,120,79254,13.23,0.92,5,500000,4,90438,3,15,4,0.78,7747,0.9,465390,1,1,2.9,59,2,1,1,1,1,3,0
660,1.68,2555,30,113282,1,255526,10000,984609,12,50934,21.54,0.36,5,100000,3,22346,2,15,2,0.08,422440,0.27,393570,1,2,17.9,65,2,2,0,1,1,2,0
447,2.06,6370,60,195586,1,244954,5000,687462,36,57972,32.92,0.94,5,0,3,81478,2,25,3,0.64,398733,0.5,164386,1,0,6.0,38,1,1,1,0,1,2,0
641,1.97,4415,60,-12683,2,344409,0,2013692,60,26530,18.34,0.46,4,500000,4,57130,1,11,3,0.36,144643,0.6,146045,1,0,18.9,60,2,1,2,1,1,3,0
775,0.35,5959,90,15516,0,180801,10000,1400655,24,60336,17.29,0.96,0,500000,0,68311,0,3,1,0.28,96381,0.42,70672,1,2,10.7,41,2,0,4,0,0,2,0
362,2.4,915,0,114434,1,21171,0,2179936,48,60003,52.29,0.74,0,0,5,96054,2,16,2,0.82,366817,0.07,458861,1,0,5.3,47,0,0,1,0,1,1,0
659,0.37,5301,60,4604,1,482699,20000,2571969,48,33908,9.56,0.83,3,5000000,2,3639,2,24,1,0.05,305873,0.06,181722,0,2,15.6,32,2,1,5,1,0,1,1
860,2.1,5993,90,196266,5,332828,20000,614153,36,68186,30.23,0.1,3,5000000,2,90702,5,18,4,0.95,442700,0.44,495191,1,3,18.5,26,0,1,0,4,1,1,0
626,1.25,6229,180,-45111,2,458381,5000,2664239,24,41653,57.22,0.59,4,1000000,1,50590,5,1,0,0.79,315721,0.8,194569,1,3,10.3,51,2,2,2,4,1,1,0
440,1.54,3538,180,170629,1,59948,5000,2487997,60,48032,37.88,0.14,0,500000,1,66386,4,4,4,0.36,11149,0.08,57906,0,0,15.7,54,2,0,1,2,1,1,0
514,2.71,5021,0,23748,4,44725,10000,461832,48,34783,43.32,0.3,3,100000,5,49591,2,0,2,0.99,419080,0.21,490320,1,3,4.0,27,0,2,1,0,1,1,0
734,2.67,2100,90,-18029,0,291594,50000,848086,60,54535,26.44,0.62,2,100000,0,73336,1,25,4,0.2,272554,0.27,58931,0,0,20.6,51,0,1,2,3,1,1,0
617,2.45,2907,180,551,4,416516,20000,592118,60,72828,2.18,0.73,5,500000,5,72111,5,13,2,0.4,170899,0.56,187116,1,3,2.1,24,2,2,0,3,0,1,0
331,1.53,2914,0,84273,3,398044,0,459421,48,89273,39.12,0.04,5,5000000,3,43955,4,22,1,0.88,288768,0.04,64831,1,1,4.9,37,1,0,4,1,0,2,0
584,2.21,5354,120,187230,0,94600,50000,616713,48,61527,38.28,0.53,0,500000,0,94535,2,8,3,1.0,443243,0.86,326944,1,2,6.3,49,1,1,4,1,0,2,0
604,1.54,1982,0,186139,3,145513,20000,2880007,36,26551,7.52,0.57,5,1000000,4,59009,1,16,4,0.24,338780,0.47,14944,1,1,3.4,23,0,1,2,3,0,3,0
728,2.61,7946,30,58957,5,121315,10000,2628062,120,44543,28.27,0.08,5,500000,2,84828,4,11,4,0.74,22224,0.49,368400,0,0,8.9,44,0,2,3,2,0,1,0
776,1.21,3870,120,39882,1,422548,20000,1527643,24,20504,55.0,0.5,2,0,1,30249,0,23,3,0.31,329968,0.33,491985,0,2,10.1,23,2,0,0,0,0,1,0
585,2.91,4528,90,-12042,2,30115,5000,1352607,12,17371,13.1,0.71,1,5000000,0,21577,5,23,4,0.77,86599,0.21,46459,0,1,11.4,59,1,1,3,0,0,1,0
443,2.8,3567,120,160323,4,109405,0,450168,24,51975,28.2,0.05,4,0,0,17928,1,22,4,0.13,405264,0.36,295088,0,2,0.9,47,1,1,5,1,1,2,0
723,2.22,998,120,-44319,3,97404,0,2630129,12,87346,28.21,0.76,3,0,4,30238,2,25,0,0.34,143316,0.91,46443,0,3,4.8,21,2,2,3,1,1,3,0
318,0.84,2147,90,51982,1,445213,5000,1670269,48,30036,48.83,0.58,1,500000,3,44639,4,19,0,0.07,414296,0.09,251621,0,2,17.8,35,1,1,3,4,0,2,0
317,0.39,5085,90,-3130,4,227223,50000,1861703,60,82083,49.65,0.83,3,500000,3,32001,0,11,3,0.49,79891,0.06,27774,0,1,17.8,34,2,1,0,2,0,1,0
889,2.56,4694,180,78396,4,154687,5000,1354092,24,54756,45.8,0.22,1,100000,2,18199,1,14,1,0.7,423226,0.11,349446,0,1,7.3,24,2,0,3,0,1,2,0
670,0.5,6546,30,163328,5,155804,0,317535,60,93739,22.56,0.83,5,0,5,60660,0,15,4,0.38,23000,0.78,307184,0,1,10.1,24,0,0,2,4,0,2,0
474,2.56,395,90,17203,5,428583,10000,2620372,24,10305,5.25,0.09,3,500000,5,66986,1,22,4,0.61,88020,0.05,111577,1,0,4.0,45,2,2,1,3,1,2,0
493,1.47,3598,60,109224,3,120670,50000,1292116,120,75349,21.62,0.4,4,100000,1,97989,2,17,1,0.57,239756,0.33,248687,0,1,18.1,31,1,1,2,4,0,2,0
801,1.22,4510,60,61,1,52738,20000,65091,84,67436,41.11,0.2,0,0,3,92159,1,21,4,0.29,245624,0.42,398272,1,1,21.0,53,1,0,1,3,1,1,0
412,2.71,938,30,138691,2,252368,10000,2991937,24,4747,42.46,0.88,2,100000,3,94951,2,13,1,0.49,322892,0.51,451454,0,0,6.4,31,2,2,4,3,1,1,0
413,1.81,1636,0,8235,3,142053,50000,386644,60,46024,57.94,0.7,1,5000000,3,71384,1,11,3,0.07,463534,0.0,64957,1,3,17.2,32,0,0,3,0,0,2,0
521,1.73,2724,0,154812,4,203953,0,424924,84,51623,27.76,0.03,2,1000000,5,24749,4,10,3,0.46,96305,0.49,247242,0,1,7.8,35,1,2,4,4,0,1,0
563,1.68,2510,60,-12110,4,199681,0,492850,36,24245,38.31,0.01,2,0,0,74826,1,14,1,0.46,415180,0.19,71945,1,2,0.1,46,0,2,4,0,1,2,0
354,1.11,4636,90,40073,0,490306,10000,339112,120,4103,32.81,0.29,3,500000,3,83042,1,20,1,0.03,410678,0.1,144670,0,3,13.2,44,2,1,0,2,0,3,0
757,2.36,1649,30,11401,1,494071,50000,2879419,48,66609,9.89,0.14,0,5000000,5,76288,3,20,2,0.51,449586,0.53,241688,0,3,9.0,46,2,2,3,2,0,3,0
461,0.76,3690,0,-38783,0,353810,20000,2058621,36,69033,28.21,0.63,3,100000,4,92154,3,7,0,0.74,217577,0.74,353464,0,2,16.7,47,1,2,4,2,1,1,0
679,2.82,6041,0,-1649,5,356495,20000,1748265,36,30577,33.15,0.66,2,1000000,5,72820,1,16,0,0.45,148811,0.93,16810,1,2,16.5,56,1,0,1,2,1,1,0
386,2.68,3435,120,-16259,2,411782,5000,796577,24,60746,57.09,0.94,5,0,2,44738,3,7,4,0.65,350081,0.91,394743,0,0,20.8,47,0,2,1,3,0,1,0
354,1.01,3201,60,101726,3,495081,10000,2512803,48,87548,22.63,0.95,4,1000000,3,87272,2,3,4,0.53,172026,0.4,136322,1,1,9.6,58,2,2,5,2,1,2,0
775,2.19,4179,90,142386,4,212957,50000,2592881,120,9487,58.83,0.66,0,5000000,1,18560,3,9,1,0.79,41229,0.7,146230,1,2,10.6,22,0,0,0,0,0,3,0
477,1.72,4366,30,-48592,1,20728,10000,2651134,84,50449,33.0,0.01,0,1000000,0,76149,1,5,1,0.51,389481,0.7,95535,1,0,8.8,43,1,0,4,4,1,3,0
690,1.01,2291,0,-7097,4,377996,20000,301707,24,96559,15.31,0.36,5,0,4,81470,5,5,0,0.33,250000,0.41,202560,0,0,6.5,29,1,0,4,4,0,1,0
648,2.97,4483,120,165280,5,356055,50000,714393,12,91413,12.31,0.51,2,5000000,5,28907,0,16,4,0.83,172620,0.1,84714,1,3,14.0,28,0,0,4,0,0,3,0
307,0.08,213,60,57042,0,127616,0,2427552,24,46567,9.36,0.5,3,100000,2,79691,5,7,0,0.07,418944,0.38,355440,1,0,18.2,60,2,1,5,1,0,1,0
612,0.76,6961,60,193725,0,228422,0,229594,84,65849,27.72,0.6,5,0,0,70373,5,12,3,0.29,205174,0.99,419698,1,0,3.5,62,1,1,5,1,1,1,0
742,1.56,3237,30,82290,3,308358,50000,2866865,60,73053,2.29,0.96,4,1000000,4,39101,5,14,0,0.59,458232,0.56,191035,1,0,21.6,21,2,2,0,1,1,3,0
627,1.57,3862,0,131644,1,199007,10000,1482666,120,6615,27.26,0.89,1,0,0,93884,5,3,0,0.86,345710,0.34,27149,1,3,15.0,41,1,0,3,1,1,3,0
353,1.77,58,30,139870,5,228153,10000,605476,120,77004,59.32,0.11,3,5000000,2,55463,0,24,1,0.07,117760,0.74,245846,1,2,17.2,46,2,1,4,3,1,2,0
538,2.26,5721,30,182753,1,317732,0,2464430,24,11879,40.54,0.27,0,1000000,2,48734,1,14,4,0.1,445806,0.69,52719,1,0,22.0,35,1,2,5,3,0,1,0
528,1.87,2930,180,72189,3,160025,0,1396808,12,98491,45.83,0.83,5,100000,3,59036,1,22,3,0.28,272921,0.58,218960,1,1,11.1,63,2,1,4,4,0,2,0
878,1.8,4938,120,59268,5,340552,20000,2555347,24,52996,8.02,0.82,3,500000,1,16674,0,13,0,0.34,493171,0.64,359437,1,3,1.6,45,2,1,2,4,1,2,0
350,0.16,2971,60,-19895,5,478120,50000,1822200,84,14078,28.91,0.28,1,100000,3,44891,4,10,0,0.84,114158,0.58,130900,0,2,17.4,59,1,1,1,3,0,3,0
563,1.13,1527,180,19634,0,306247,10000,2983690,120,55775,17.89,0.73,4,0,5,23892,3,19,1,0.96,119981,0.96,490156,1,0,19.2,36,2,2,5,3,1,3,0
717,0.7,5825,90,67426,0,80949,20000,1786560,12,5590,53.75,0.67,5,500000,0,71129,4,16,2,0.02,93217,0.51,121345,1,3,3.6,55,2,1,3,4,0,3,0
395,0.8,122,60,146135,0,235877,10000,540320,48,55100,11.7,0.47,4,5000000,3,47242,2,24,4,0.02,225597,0.59,271091,1,2,0.5,43,1,2,3,0,1,2,0
387,1.66,3719,60,88691,4,452480,0,117824,84,11910,28.07,0.2,1,1000000,2,74295,5,9,4,0.86,405223,0.47,6303,1,2,3.0,32,0,0,3,3,0,3,0
377,0.6,1436,120,93011,2,161228,50000,221503,120,32976,35.69,0.89,1,1000000,2,87558,5,5,4,0.14,37448,0.6,335623,0,1,7.1,39,1,0,4,0,1,3,0
587,0.88,1162,90,-31774,0,23423,5000,2503843,24,22574,31.33,0.68,2,5000000,2,87090,0,5,0,0.34,43570,0.89,113955,0,0,20.3,54,0,0,2,2,1,1,0
419,0.71,3300,0,-24678,2,310206,50000,2951462,120,41652,49.98,0.17,0,0,3,84958,0,0,0,0.28,437458,0.34,61657,0,1,0.1,28,1,0,3,0,0,3,0
790,2.85,3345,90,67504,2,183877,5000,2923806,12,89252,14.66,0.7,2,100000,5,32294,4,4,0,0.28,100054,0.5,124324,1,3,17.7,43,0,1,0,0,0,1,0
751,2.83,2486,0,8215,1,274131,20000,2088560,84,34430,23.27,0.74,3,500000,5,60487,2,3,2,0.33,338472,0.45,303886,0,0,18.8,31,0,1,0,3,1,2,0
799,1.83,7165,90,97950,3,72979,5000,572040,48,74735,47.73,0.89,1,5000000,4,82228,4,10,0,0.34,274742,0.4,299553,0,3,17.8,63,1,0,5,2,0,1,0
464,2.77,561,30,87632,4,309741,5000,1700702,60,56627,32.16,0.22,2,0,3,51290,2,16,4,0.62,117659,0.82,398996,1,3,1.8,54,2,2,1,1,1,3,0
481,2.36,3981,90,119350,2,93905,20000,1207060,36,53239,24.72,0.99,0,0,3,18580,1,6,4,0.63,495709,0.23,341974,1,0,14.9,25,1,1,2,0,1,1,0
768,1.77,6261,180,117284,4,168940,50000,443423,12,54913,2.74,0.15,0,500000,3,97309,5,19,1,0.52,45244,0.5,103944,1,2,21.0,57,0,1,3,2,1,3,0
306,0.02,1737,180,44835,1,86970,20000,1099659,60,99972,45.45,0.6,1,5000000,3,461,1,2,2,0.86,201350,0.92,6183,1,3,2.6,45,0,2,2,2,1,2,0
629,2.32,904,120,23079,0,73805,0,2432431,48,94276,58.36,0.66,5,100000,2,4732,0,1,3,0.85,460493,0.16,73469,0,3,0.7,44,0,2,0,3,0,1,0
450,2.11,3554,0,-26054,5,129779,0,2204261,60,10477,37.6,0.42,2,100000,1,82565,1,7,0,0.22,306689,0.0,59417,1,0,19.2,44,1,2,5,2,0,3,0
384,1.85,4490,60,199754,2,483300,5000,1422074,24,53772,51.54,0.48,4,5000000,3,61957,4,4,3,0.54,374987,0.27,475626,1,2,14.2,62,0,0,3,1,0,3,0
446,2.28,1726,120,112812,3,419852,20000,2778332,36,66696,31.5,0.89,1,1000000,3,22398,2,25,0,0.78,75242,0.92,413589,0,1,14.2,54,2,0,4,3,0,1,0
680,1.54,2923,180,60733,5,67467,20000,1551093,12,44358,14.67,0.65,3,100000,1,75124,0,24,2,0.87,413424,0.09,183692,0,0,21.2,38,2,2,0,0,1,1,0
847,2.11,3531,180,-42747,1,117732,20000,374377,84,45205,1.85,0.5,2,1000000,3,52420,1,4,2,0.26,200449,0.14,181272,1,3,16.9,32,2,0,1,3,1,2,0
584,2.81,3906,0,29311,4,158079,50000,1326403,120,72996,39.55,0.13,2,5000000,1,45245,0,9,4,0.49,308891,0.32,147654,0,0,8.7,62,1,0,3,0,1,3,0
381,1.13,5812,180,-17187,0,373604,10000,2622496,48,63376,30.09,0.01,1,0,2,93986,0,11,2,0.53,105947,0.77,106866,1,1,9.6,59,2,2,1,3,0,3,0
813,2.12,934,180,145403,4,498963,10000,2362800,36,82937,47.14,0.12,5,5000000,4,32639,2,16,3,0.7,283595,0.75,340058,1,1,3.2,35,1,1,5,2,0,1,0
822,1.43,5197,0,108704,3,217936,10000,1825322,48,23894,41.99,0.96,2,0,3,57067,4,13,3,0.33,487517,0.09,74126,1,3,6.7,32,0,0,2,1,1,1,0
685,2.02,7095,180,-1635,2,406605,50000,1150164,120,60919,59.29,0.76,2,5000000,4,45134,5,25,2,0.29,346425,0.93,475595,1,2,9.8,49,1,2,1,3,0,2,0
770,2.29,5531,60,17593,3,128105,20000,1916724,60,3918,31.11,0.97,3,1000000,3,75298,4,4,3,0.71,116654,0.24,379436,1,1,5.7,49,2,2,1,4,0,1,0
418,0.14,74,30,114503,4,134535,10000,2274710,48,26629,26.2,0.04,5,1000000,0,49967,3,4,0,0.4,44604,0.28,162016,0,0,20.1,40,1,2,4,2,0,1,0
695,1.94,294,120,118508,4,281602,20000,1438975,48,17699,17.92,0.68,3,5000000,5,83825,4,23,1,0.0,287079,0.39,219924,0,2,0.3,35,1,1,1,3,1,2,0
831,0.68,7960,60,99485,5,78481,5000,1775713,60,54984,29.13,0.04,4,0,0,8040,1,5,4,0.94,63655,0.63,489560,0,1,12.9,23,1,2,4,2,1,1,0
560,2.01,20,60,176833,3,84888,10000,1220497,60,52363,52.5,0.78,3,5000000,2,77895,3,14,1,0.15,452369,0.52,285991,0,0,17.0,36,1,2,1,4,0,3,0
555,1.4,3242,30,-11515,3,86022,5000,2360782,120,8069,3.5,0.38,4,0,4,37666,3,4,3,0.15,422285,0.93,470190,0,0,16.1,39,0,1,4,2,1,3,0
525,2.32,1038,120,149304,3,182472,50000,2115612,36,55285,58.7,0.1,3,1000000,4,3204,3,7,4,0.82,283160,0.56,54613,1,3,14.2,27,1,2,0,2,1,2,0
352,0.37,5330,60,61504,0,77628,0,1716345,12,71063,59.61,0.57,4,500000,1,33897,3,0,1,0.34,491913,0.86,102972,1,3,9.0,56,1,0,4,3,1,2,0
799,1.88,4655,180,-33899,4,192929,50000,1258436,60,20099,36.27,0.28,5,100000,1,46750,4,20,1,0.33,402787,0.08,263437,1,0,20.2,42,1,1,0,2,1,2,0
805,0.84,1109,30,-41169,1,467583,50000,125018,36,58977,20.56,0.66,3,1000000,3,96612,3,2,3,0.62,65583,0.86,338631,0,3,7.2,35,0,1,0,3,0,1,0
663,2.56,5268,120,165655,0,177599,50000,2801681,120,16622,14.16,0.66,3,5000000,1,43015,1,20,4,0.06,140719,0.2,76119,0,3,16.5,29,0,2,5,1,0,1,0
579,2.79,3771,90,1897,0,80648,10000,977399,48,27281,17.31,0.71,1,5000000,1,18181,1,18,4,0.24,248508,0.36,390978,0,1,20.4,37,0,0,3,4,1,3,0
892,2.99,371,0,-44996,0,289081,5000,1309319,48,40433,3.96,0.99,3,0,4,18868,0,14,1,0.05,469044,0.32,345262,0,2,2.8,53,1,1,0,0,1,2,0
457,2.39,6123,180,169313,5,178744,10000,1027074,84,40875,29.03,0.39,4,100000,0,88143,1,3,4,0.29,395504,0.34,90581,1,1,20.8,22,1,2,3,4,1,2,0
358,2.26,7647,30,-4076,1,252634,0,2092003,24,82067,4.38,0.47,1,1000000,4,24107,5,24,4,0.87,170888,0.92,54159,1,2,17.1,27,0,2,4,2,1,2,0
427,0.65,4913,0,102581,3,11112,50000,1455392,60,6132,43.39,0.8,4,100000,1,17072,0,1,0,0.91,122250,0.44,283462,0,1,13.6,51,1,1,5,3,0,3,0
414,1.01,1174,90,-12830,5,438761,20000,2098975,120,95932,22.94,0.58,3,100000,3,93575,1,25,3,0.31,109626,0.27,23313,0,0,8.2,34,1,1,2,0,0,2,0
508,1.4,1164,60,-6445,4,492233,0,842553,36,59016,12.76,0.04,3,1000000,0,45955,3,16,3,0.19,427193,0.29,436140,1,3,19.9,57,0,2,3,0,0,3,0
825,2.32,1092,60,95734,2,320499,5000,1181021,84,44239,33.15,0.84,4,0,1,22815,2,11,0,0.14,476300,0.8,472058,0,1,1.0,24,0,1,5,2,1,2,0
820,2.74,1283,120,68115,5,85561,0,2477159,36,61891,58.45,0.05,5,0,1,48948,3,19,1,0.39,177088,0.54,474134,1,2,9.5,65,2,0,2,0,1,3,0
851,0.57,2011,30,54216,2,175154,10000,1772866,12,94343,42.01,0.17,5,0,5,93122,4,7,2,0.83,436198,0.45,289305,0,3,16.6,30,0,0,5,3,0,3,1
536,2.77,845,30,15930,4,128181,20000,99987,84,40550,30.01,0.1,5,500000,3,28478,0,4,1,0.85,221066,0.93,379109,0,3,17.8,65,0,2,4,2,0,1,0
580,2.09,1991,120,128475,1,70482,10000,1199363,120,28196,46.84,0.08,2,100000,3,87921,2,24,0,0.05,287800,0.93,321217,0,1,4.5,42,0,0,3,4,0,3,0
658,1.83,520,0,-13635,2,89098,50000,2141823,36,82529,44.51,0.03,1,500000,1,62159,1,9,4,0.21,343746,0.76,39041,0,3,1.0,44,0,2,4,2,1,2,0
500,0.6,7800,60,12188,0,414520,50000,1527294,60,54849,53.61,0.06,1,0,1,28897,3,18,0,0.2,119233,0.52,238741,0,2,17.7,64,1,1,2,2,1,2,0
577,0.17,4466,60,157132,5,395122,0,2768523,36,92494,13.08,0.44,5,1000000,4,30028,0,8,3,0.83,171885,0.12,27250,0,1,9.3,38,0,1,4,0,1,3,0
534,1.71,5538,30,48633,2,66625,50000,1654552,24,48358,51.67,0.25,3,100000,2,30112,0,15,4,0.46,163095,0.71,270501,1,2,3.2,31,1,2,2,1,1,3,0
793,1.95,4196,30,107745,4,475767,50000,2806561,48,40513,18.76,0.13,1,1000000,3,55573,1,0,1,0.37,462291,0.82,335096,1,0,1.9,64,1,2,0,0,0,1,0
303,0.63,4756,120,13471,0,448101,5000,1899955,48,40028,56.52,0.66,4,5000000,3,44830,0,14,4,0.96,471472,0.85,43689,0,0,14.1,21,0,1,2,1,1,3,0
741,1.67,5777,90,98228,2,396503,5000,1879458,84,81481,17.58,0.23,3,100000,5,52226,1,1,3,0.93,157351,0.58,296603,0,3,12.8,52,0,2,2,2,1,1,0
328,2.57,7111,0,7287,4,343390,10000,59495,36,84105,55.68,0.02,1,1000000,4,94752,1,24,0,0.44,439118,0.62,316688,1,3,18.8,36,2,0,0,2,0,2,0
408,2.51,242,180,82717,1,284732,10000,2958291,36,89915,57.86,0.42,0,0,0,68061,3,13,1,0.13,14069,0.71,307442,1,2,0.7,34,1,0,3,4,0,1,0
374,2.78,2800,90,9076,4,388054,5000,1852632,36,39877,9.58,0.31,1,500000,5,93593,0,24,2,0.17,211909,0.87,199023,1,0,19.1,53,0,0,1,0,1,3,0
445,1.1,4607,90,175657,1,138658,0,1029424,36,23825,58.5,0.32,5,1000000,5,51169,4,25,2,0.11,347475,0.05,458705,0,2,19.5,27,1,1,3,4,0,2,0
427,0.95,2896,30,66475,0,30967,5000,356688,24,67451,6.06,0.45,4,5000000,0,36146,4,20,0,0.68,390869,0.56,416442,0,3,9.8,39,2,1,1,3,0,3,0
341,2.25,2602,30,156423,4,402297,10000,2125251,60,24848,13.9,0.67,1,0,0,93397,3,15,1,0.55,67073,0.37,402034,1,2,1.7,45,0,1,0,2,0,3,0
655,1.29,7262,30,151,3,490656,20000,2833218,24,14669,27.21,0.62,2,5000000,3,44568,3,9,1,0.56,317365,0.83,2305,0,3,20.8,25,2,2,3,4,0,2,0
340,0.26,2273,90,17384,5,296400,50000,675058,120,10875,59.62,0.94,5,500000,2,74779,1,11,4,0.1,259470,0.13,319330,1,0,1.6,30,1,1,4,3,1,1,0
333,0.85,1541,0,49865,3,199420,20000,1525785,120,81389,29.83,0.52,2,5000000,2,94816,4,12,0,0.79,180015,0.91,219342,0,1,13.0,24,2,1,5,1,0,1,0
316,1.26,6357,30,-16459,3,428268,20000,2162139,24,68961,33.47,0.47,3,1000000,4,90198,0,19,4,0.54,482145,0.12,99435,1,2,10.8,44,2,0,4,0,0,1,0
452,0.88,2765,60,22847,3,400265,50000,200161,24,98976,41.97,0.21,2,1000000,0,63607,4,8,0,0.09,256181,0.09,446323,0,3,18.4,26,1,1,3,3,0,1,0
